cement,sand,gravel,water,plasticizer_kg,fly_ash,microsilica_kg,strength_1,strength_3,strength_7,strength_28,source,imputed_early
194.7,901.8,998.0,170.2,7.5,100.5,0.0,1.0664368223372698,12.18,20.409512422324273,37.27,normal_concrete,1
194.7,905.9,1006.4,165.6,7.5,100.5,0.0,4.879573309840879,12.45,18.520695638086465,25.72,normal_concrete,1
197.0,859.0,1049.0,179.0,3.42,66.0,0.0,9.08,14.755,18.613999999999997,22.7,normal_concrete,1
198.6,825.5,978.4,192.0,0.0,132.4,0.0,0.8552762898926607,9.13,14.64,28.02,normal_concrete,1
199.0,893.0,1049.0,175.0,2.92,44.0,0.0,7.16,11.635,14.677999999999997,17.9,normal_concrete,1
200.0,660.0,1145.0,190.0,0.0,200.0,0.0,19.700000000000003,32.0125,40.385,49.25,normal_concrete,1
200.0,845.0,1125.0,180.0,0.0,0.0,0.0,1.6497823968629817,5.144624710953131,7.84,12.25,normal_concrete,1
200.0,912.0,603.0,173.5,6.75,0.0,0.0,15.240000000000002,24.765,31.242,38.1,normal_concrete,1
200.0,929.0,614.0,149.5,6.75,0.0,0.0,15.96,25.935,32.717999999999996,39.9,normal_concrete,1
201.0,942.0,1020.0,166.0,4.08,71.0,0.0,11.600000000000001,18.85,23.779999999999998,29.0,normal_concrete,1
202.0,801.0,942.0,206.0,1.7,152.0,0.0,5.377008757361009,9.85,15.07,21.97,normal_concrete,1
205.0,925.0,1044.0,190.0,3.62,36.0,0.0,8.88,14.43,18.203999999999997,22.2,normal_concrete,1
206.0,890.0,1088.0,171.0,3.01,45.0,0.0,11.36,18.46,23.287999999999997,28.4,normal_concrete,1
206.0,980.0,980.0,165.0,2.75,69.0,0.0,9.51,15.45375,19.495499999999996,23.775,normal_concrete,1
207.0,898.0,1054.0,165.0,2.92,36.0,0.0,9.16,14.885,18.778,22.9,normal_concrete,1
208.0,893.0,1091.0,156.0,3.12,52.0,0.0,10.020000000000001,16.282500000000002,20.541,25.05,normal_concrete,1
209.0,988.0,989.0,174.0,3.74,40.0,0.0,9.56,15.535,19.598,23.9,normal_concrete,1
210.0,562.0,837.0,136.5,0.42,0.0,0.0,4.08,6.63,8.363999999999999,10.2,normal_concrete,1
210.0,858.0,1137.0,158.0,2.47,37.0,0.0,9.520000000000001,15.47,19.516,23.8,normal_concrete,1
210.0,910.0,837.0,136.5,1.68,0.0,0.0,7.640000000000001,12.415000000000001,15.662,19.1,normal_concrete,1
211.0,844.0,1074.0,160.0,3.0,91.0,0.0,21.28,34.580000000000005,43.624,53.2,normal_concrete,1
212.0,799.5,1085.4,159.0,7.8,124.8,0.0,10.175532244284463,19.52,26.46032438920639,38.5,normal_concrete,1
212.1,779.3,1057.6,180.3,5.7,121.6,0.0,2.1206586771935876,12.47,17.178984237836225,24.9,normal_concrete,1
212.5,903.6,1007.8,159.3,8.7,100.4,0.0,3.4144167702944346,13.54,20.752152434654626,31.64,normal_concrete,1
212.6,903.8,1003.8,159.4,10.4,100.4,0.0,1.1187868543989725,13.33,21.27717202503963,37.4,normal_concrete,1
213.0,827.0,1052.0,167.0,3.0,91.0,0.0,15.480000000000002,25.155,31.734,38.7,normal_concrete,1
213.0,918.0,1122.0,147.0,2.77,0.0,0.0,8.92,14.495000000000001,18.285999999999998,22.3,normal_concrete,1
213.5,771.9,1043.6,159.2,11.7,174.2,0.0,2.7357687128149752,15.61,25.092244491588566,44.64,normal_concrete,1
213.5,775.5,1052.3,154.6,11.7,174.2,0.0,3.7555207985006978,17.37,27.17555708672161,45.94,normal_concrete,1
213.7,776.4,1053.5,154.8,10.2,174.7,0.0,8.040355040761888,17.57,26.379565737968186,40.15,normal_concrete,1
213.7,785.4,1065.8,181.7,6.9,122.6,0.0,5.4340632545873255,18.0,26.70216158974825,45.71,normal_concrete,1
214.0,861.0,1141.0,184.0,4.71,0.0,0.0,6.720000000000001,10.920000000000002,13.776,16.8,normal_concrete,1
214.0,868.0,1062.0,185.0,3.42,71.0,0.0,11.280000000000001,18.330000000000002,23.124,28.2,normal_concrete,1
214.0,917.0,1033.0,165.0,3.42,71.0,0.0,10.56,17.16,21.647999999999996,26.4,normal_concrete,1
214.9,780.6,1014.3,155.6,9.6,175.7,0.0,7.8969880756762425,18.02,30.196935126154223,52.2,normal_concrete,1
215.6,649.1,884.0,198.7,7.4,351.9,0.0,15.652000000000001,25.434500000000003,32.0866,39.13,normal_concrete,1
216.0,789.0,1089.0,162.0,5.04,144.0,0.0,15.56,25.285,31.897999999999996,38.9,normal_concrete,1
216.0,789.0,1089.0,162.0,5.4,144.0,0.0,17.28,28.080000000000002,35.424,43.2,normal_concrete,1
216.0,860.0,1052.0,160.0,3.1,92.0,0.0,16.080000000000002,26.130000000000003,32.964,40.2,normal_concrete,1
218.2,792.7,1075.7,140.8,11.9,178.4,0.0,12.902638634912213,27.42,35.199084028310494,55.51,normal_concrete,1
218.9,794.9,1078.7,158.5,11.3,124.1,0.0,4.592824332680573,15.34,20.97101031768021,30.22,normal_concrete,1
220.0,685.0,880.0,176.0,8.89,0.0,0.0,23.96,38.935,49.117999999999995,59.9,normal_concrete,1
220.0,697.0,896.0,176.0,8.0,0.0,0.0,25.72,41.795,52.72599999999999,64.3,normal_concrete,1
220.0,703.0,903.0,176.0,4.44,0.0,0.0,27.72,45.045,56.82599999999999,69.3,normal_concrete,1
220.0,710.0,912.0,176.0,10.22,0.0,0.0,33.800000000000004,54.925000000000004,69.28999999999999,84.5,normal_concrete,1
220.0,796.0,937.0,172.0,2.64,0.0,0.0,29.400000000000002,47.775,60.269999999999996,73.5,normal_concrete,1
220.0,861.0,769.0,182.0,8.8,0.0,0.0,28.64,46.54,58.71199999999999,71.6,normal_concrete,1
220.0,890.0,900.0,176.68,7.8,0.0,0.0,31.680000000000003,51.480000000000004,64.944,79.2,normal_concrete,1
221.0,854.0,1044.0,177.0,3.54,74.0,0.0,11.090000000000002,18.021250000000002,22.7345,27.725,normal_concrete,1
222.0,788.0,1088.0,155.0,4.8,147.0,0.0,17.680000000000003,28.730000000000004,36.244,44.2,normal_concrete,1
222.0,846.0,1035.0,161.0,3.94,136.0,0.0,15.4,25.025000000000002,31.569999999999997,38.5,normal_concrete,1
222.4,870.3,967.1,189.3,4.5,96.7,0.0,2.9995580158448814,11.58,17.38680979822378,24.89,normal_concrete,1
225.0,763.0,1097.0,165.0,7.5,150.0,0.0,14.040000000000001,22.815,28.782,35.1,normal_concrete,1
225.0,821.0,1105.0,158.0,4.51,151.0,0.0,15.0,24.375,30.749999999999996,37.5,normal_concrete,1
225.0,833.0,1113.0,181.0,0.0,0.0,0.0,2.5093100654522846,7.398919380177053,11.17,17.34,normal_concrete,1
225.0,898.0,865.0,179.0,4.5,0.0,0.0,13.576,22.061,27.830799999999996,33.94,normal_concrete,1
225.0,968.0,967.0,165.0,3.0,75.0,0.0,11.200000000000001,18.2,22.959999999999997,28.0,normal_concrete,1
226.0,935.0,1012.0,170.0,3.68,57.0,0.0,7.193333332000001,11.6891666645,14.746333330599999,17.98333333,normal_concrete,1
229.7,757.6,1028.1,195.2,6.1,118.2,0.0,3.5808130037347303,13.36,17.77517976599088,24.54,normal_concrete,1
230.0,758.6,1029.4,195.5,4.6,118.3,0.0,1.393172620390242,10.03,15.584837723945185,24.48,normal_concrete,1
230.0,988.0,987.0,145.0,2.3,0.0,0.0,9.620000000000001,15.6325,19.721,24.05,normal_concrete,1
231.0,864.0,862.0,175.0,4.62,0.0,0.0,15.56,25.285,31.897999999999996,38.9,normal_concrete,1
231.0,886.0,1039.0,163.0,3.54,41.0,0.0,10.58,17.1925,21.688999999999997,26.45,normal_concrete,1
231.8,778.5,1056.4,174.0,6.7,121.6,0.0,4.619472474294361,15.44,22.14246421098444,33.73,normal_concrete,1
232.0,878.0,1072.0,160.0,3.48,58.0,0.0,11.86,19.2725,24.313,29.65,normal_concrete,1
233.8,852.2,947.0,197.9,4.6,94.6,0.0,3.4379205245875815,10.38,15.880325993802938,22.84,normal_concrete,1
234.0,760.0,981.0,189.0,5.9,156.0,0.0,15.719999999999999,25.544999999999998,32.226,39.3,normal_concrete,1
234.0,834.0,1106.0,165.0,3.9,41.0,0.0,11.36,18.46,23.287999999999997,28.4,normal_concrete,1
234.0,858.0,1091.0,176.0,6.05,41.0,0.0,8.8,14.3,18.04,22.0,normal_concrete,1
234.0,980.0,980.0,165.0,2.75,41.0,0.0,9.14,14.852500000000001,18.737,22.85,normal_concrete,1
235.0,860.0,1095.0,160.0,0.0,0.0,0.0,8.64,14.040000000000001,17.712,21.6,normal_concrete,1
235.0,890.0,1045.0,165.0,3.0,65.0,0.0,10.16,16.509999999999998,20.827999999999996,25.4,normal_concrete,1
235.0,965.0,1004.0,171.0,4.2,45.0,0.0,11.4,18.525000000000002,23.369999999999997,28.5,normal_concrete,1
236.0,749.1,972.6,192.0,0.0,157.0,0.0,1.5705791119734005,13.57,20.42,32.88,normal_concrete,1
236.0,885.0,968.0,193.0,0.0,0.0,0.0,2.425325390743304,6.7977805360192285,9.99,15.68743332992436,normal_concrete,1
236.0,885.0,968.0,194.0,0.0,0.0,0.0,1.303506650158883,6.47,10.46416240006755,18.42,normal_concrete,1
236.0,927.0,1004.0,174.0,2.95,59.0,0.0,9.56,15.535,19.598,23.9,normal_concrete,1
236.9,695.4,852.9,246.9,6.0,163.2,0.0,11.452,18.6095,23.476599999999998,28.63,normal_concrete,1
237.0,695.0,853.0,247.0,6.0,163.0,0.0,11.452,18.6095,23.476599999999998,28.63,normal_concrete,1
237.5,594.0,932.0,228.0,0.0,237.5,0.0,19.38527936183918,22.988285479923025,26.26,30.08,normal_concrete,1
238.0,789.0,1118.0,185.0,0.0,0.0,0.0,7.016,11.401,14.382799999999998,17.54,normal_concrete,1
238.0,789.0,1119.0,186.0,0.0,0.0,0.0,4.3438107389518805,8.694532803431454,12.05,17.54,normal_concrete,1
238.0,924.0,1002.0,176.0,3.87,60.0,0.0,10.166666668000001,16.5208333355,20.8416666694,25.41666667,normal_concrete,1
238.0,937.0,1015.0,168.0,3.36,42.0,0.0,11.5,18.6875,23.575,28.75,normal_concrete,1
238.1,789.3,1118.8,185.7,0.0,0.0,0.0,0.17737518215146086,5.914939434762047,10.34,17.58,normal_concrete,1
238.1,847.0,949.9,186.7,7.0,94.1,0.0,9.754153252425526,19.93,23.507701767517048,30.23,normal_concrete,1
239.6,664.3,941.6,185.7,0.0,359.4,0.0,5.7404419963762034,16.8510291264315,25.42,39.44,normal_concrete,1
240.0,1580.0,0.0,230.0,0.0,0.0,0.0,5.080000000000001,8.255,10.414,12.700000000000001,normal_concrete,1
241.0,896.0,1051.0,170.0,4.24,42.0,0.0,9.76,15.86,20.008,24.4,normal_concrete,1
242.0,851.0,1127.0,160.0,3.63,0.0,0.0,10.566666668000002,17.170833335500003,21.6616666694,26.41666667,normal_concrete,1
244.0,909.0,1066.0,158.0,3.44,43.0,0.0,11.440000000000001,18.59,23.451999999999998,28.6,normal_concrete,1
245.0,1510.0,0.0,290.0,0.0,0.0,0.0,3.9200000000000004,6.370000000000001,8.036,9.8,normal_concrete,1
246.0,822.0,1091.0,160.0,3.1,62.0,0.0,17.8,28.925,36.489999999999995,44.5,normal_concrete,1
246.0,890.0,900.0,179.82,7.8,0.0,0.0,28.04,45.565,57.48199999999999,70.1,normal_concrete,1
246.8,800.9,1086.8,143.3,12.0,125.1,0.0,10.03938817981082,23.52,34.18083858930846,52.5,normal_concrete,1
247.0,837.0,1066.0,168.0,3.95,82.0,0.0,15.980000000000002,25.9675,32.759,39.95,normal_concrete,1
247.0,838.0,1064.0,168.0,4.28,82.0,0.0,13.680000000000001,22.230000000000004,28.044,34.2,normal_concrete,1
247.0,894.0,1051.0,158.0,3.71,0.0,0.0,10.48,17.03,21.483999999999998,26.2,normal_concrete,1
248.0,644.1,949.9,169.1,7.7,340.9,0.0,20.092,32.649499999999996,41.188599999999994,50.23,normal_concrete,1
248.3,640.6,954.2,168.9,7.7,340.1,0.0,19.988,32.4805,40.97539999999999,49.97,normal_concrete,1
249.0,738.0,1107.0,170.0,7.06,166.0,0.0,19.480000000000004,31.655000000000005,39.934,48.7,normal_concrete,1
249.0,846.0,1211.0,184.0,5.48,0.0,0.0,8.840000000000002,14.365000000000002,18.122,22.1,normal_concrete,1
249.0,850.0,1081.0,176.0,6.45,44.0,0.0,10.88,17.68,22.304,27.2,normal_concrete,1
249.0,890.0,1004.0,173.0,3.81,44.0,0.0,14.42,23.432499999999997,29.560999999999996,36.05,normal_concrete,1
249.1,889.0,987.8,158.1,12.8,98.8,0.0,2.892818530494102,15.36,21.91961008724207,30.85,normal_concrete,1
250.0,478.0,837.0,137.5,1.25,0.0,0.0,6.800000000000001,11.05,13.94,17.0,normal_concrete,1
250.0,566.0,837.0,180.0,1.25,0.0,0.0,4.4,7.15,9.02,11.0,normal_concrete,1
250.0,739.0,837.0,137.5,0.0,0.0,0.0,10.920000000000002,17.745,22.386,27.3,normal_concrete,1
250.0,742.0,837.0,137.5,1.25,0.0,0.0,10.424000000000001,16.939000000000004,21.3692,26.060000000000002,normal_concrete,1
250.0,746.0,837.0,137.5,2.5,0.0,0.0,10.68,17.355,21.894,26.7,normal_concrete,1
250.0,800.0,860.0,159.0,9.5,275.0,0.0,27.148000000000003,44.115500000000004,55.6534,67.87,normal_concrete,1
250.0,820.0,1100.0,182.0,0.0,0.0,0.0,1.304065467225541,7.75486284516065,12.73,20.87,normal_concrete,1
250.0,854.0,1087.0,160.0,3.0,0.0,0.0,9.686666666666667,15.740833333333335,19.857666666666667,24.21666666666667,normal_concrete,1
250.0,860.0,1140.0,143.0,3.25,0.0,0.0,11.200000000000001,18.2,22.959999999999997,28.0,normal_concrete,1
250.0,861.2,956.9,187.4,5.5,95.7,0.0,3.838391199324341,13.82,19.88220706985376,29.22,normal_concrete,1
250.0,900.0,600.0,175.0,5.0,0.0,0.0,14.056000000000001,22.841,28.814799999999998,35.14,normal_concrete,1
250.0,913.0,1029.0,174.0,5.02,84.0,0.0,14.580000000000002,23.692500000000003,29.889,36.45,normal_concrete,1
250.0,920.0,608.0,173.9,6.75,0.0,0.0,16.32,26.52,33.455999999999996,40.8,normal_concrete,1
250.0,941.0,622.0,149.5,6.75,0.0,0.0,19.0,30.875,38.949999999999996,47.5,normal_concrete,1
250.0,1600.0,0.0,270.0,0.0,0.0,0.0,5.120000000000001,8.32,10.496,12.8,normal_concrete,1
250.0,1638.0,0.0,230.0,0.0,0.0,0.0,4.84,7.865,9.921999999999999,12.1,normal_concrete,1
251.0,858.0,1048.0,160.0,3.1,63.0,0.0,18.16,29.51,37.227999999999994,45.4,normal_concrete,1
251.0,885.0,1038.0,162.0,4.13,44.0,0.0,12.82,20.8325,26.280999999999995,32.05,normal_concrete,1
251.0,924.0,1002.0,195.0,5.58,28.0,0.0,9.540000000000001,15.502500000000001,19.557,23.85,normal_concrete,1
251.0,924.0,1002.0,195.0,12.56,28.0,0.0,9.22,14.982500000000002,18.901,23.05,normal_concrete,1
251.4,754.3,1043.6,192.9,5.8,118.3,0.0,1.386608116095092,11.98,18.548230125779103,33.27,normal_concrete,1
251.4,757.7,1028.4,188.5,5.8,118.3,0.0,9.309174865191423,17.22,23.042259854586476,29.65,normal_concrete,1
251.4,757.7,1028.4,188.5,6.4,118.3,0.0,2.8069684409382645,13.12,19.789893275559923,32.66,normal_concrete,1
251.8,899.8,1006.0,146.1,12.4,99.9,0.0,13.269952106854506,21.02,27.08683477171718,33.94,normal_concrete,1
252.0,784.0,1111.0,185.0,0.0,0.0,0.0,5.316008783047753,10.055046660204013,13.71,19.69,normal_concrete,1
252.0,821.0,835.0,194.0,8.0,173.0,0.0,13.302,21.61575,27.269099999999995,33.254999999999995,normal_concrete,1
252.0,880.0,1033.0,168.0,4.2,48.0,0.0,13.12,21.32,26.895999999999997,32.8,normal_concrete,1
252.0,928.0,1046.0,174.0,3.02,0.0,0.0,10.36,16.835,21.237999999999996,25.9,normal_concrete,1
252.0,931.0,1050.0,164.0,2.52,0.0,0.0,7.920000000000001,12.870000000000001,16.236,19.8,normal_concrete,1
252.0,936.0,975.0,172.0,3.27,45.0,0.0,8.42,13.682500000000001,17.261,21.05,normal_concrete,1
252.1,821.4,835.5,193.8,8.3,172.7,0.0,13.36,21.71,27.387999999999998,33.4,normal_concrete,1
252.3,889.0,987.8,146.3,14.2,98.8,0.0,11.090434683081538,21.78,32.90363970349015,50.6,normal_concrete,1
253.0,895.0,1010.0,180.0,4.74,63.0,0.0,11.420000000000002,18.5575,23.410999999999998,28.55,normal_concrete,1
254.0,863.0,968.0,198.0,0.0,0.0,0.0,5.036427355034029,9.31,13.608070520016337,19.714632321400444,normal_concrete,1
254.0,872.0,1109.0,165.0,4.57,0.0,0.0,13.32,21.645,27.305999999999997,33.3,normal_concrete,1
255.0,749.0,919.0,189.0,6.0,176.0,0.0,13.52,21.97,27.715999999999998,33.8,normal_concrete,1
255.0,945.0,889.8,192.0,0.0,0.0,0.0,3.0185117488637236,8.2,10.22,18.75,normal_concrete,1
255.3,749.3,919.0,188.6,6.5,175.8,0.0,13.52,21.97,27.715999999999998,33.8,normal_concrete,1
256.0,864.0,1056.0,160.0,3.84,64.0,0.0,15.100000000000001,24.5375,30.955,37.75,normal_concrete,1
257.0,862.0,1053.0,163.0,4.23,45.0,0.0,11.68,18.98,23.944,29.2,normal_concrete,1
257.0,880.0,1033.0,166.0,4.5,45.0,0.0,13.200000000000001,21.45,27.06,33.0,normal_concrete,1
257.0,883.0,1080.0,180.0,3.34,0.0,0.0,10.040000000000001,16.315,20.582,25.1,normal_concrete,1
257.0,895.0,1010.0,165.0,3.3,73.0,0.0,13.580000000000002,22.067500000000003,27.839000000000002,33.95,normal_concrete,1
257.0,895.0,1011.0,165.0,3.3,73.0,0.0,13.96,22.685,28.618,34.9,normal_concrete,1
258.0,836.0,835.0,176.0,5.16,0.0,0.0,16.484,26.7865,33.7922,41.21,normal_concrete,1
258.0,1135.0,630.0,200.0,1.68,0.0,0.0,17.2736,28.069599999999998,35.41088,43.184,normal_concrete,1
258.8,646.0,938.9,175.3,7.6,327.6,0.0,20.200000000000003,32.825,41.41,50.5,normal_concrete,1
259.0,820.0,1087.0,168.0,4.58,46.0,0.0,12.886666668000002,20.940833335500002,26.4176666694,32.21666667,normal_concrete,1
259.0,855.0,1046.0,175.0,3.24,65.0,0.0,12.040000000000001,19.565,24.682,30.1,normal_concrete,1
259.9,762.9,935.7,170.6,10.4,179.0,0.0,19.908,32.350500000000004,40.8114,49.77,normal_concrete,1
260.0,700.0,1193.0,172.0,3.9,65.0,0.0,13.680000000000001,22.230000000000004,28.044,34.2,normal_concrete,1
260.0,763.0,936.0,171.0,10.0,179.0,0.0,19.908,32.350500000000004,40.8114,49.77,normal_concrete,1
260.0,833.0,1060.0,172.0,3.9,65.0,0.0,13.66,22.1975,28.002999999999997,34.15,normal_concrete,1
260.0,837.0,1066.0,172.0,3.9,65.0,0.0,13.719999999999999,22.294999999999998,28.125999999999998,34.3,normal_concrete,1
260.0,854.0,1130.0,156.0,3.1,0.0,0.0,10.3,16.7375,21.115,25.75,normal_concrete,1
260.0,869.0,1107.0,164.0,2.6,0.0,0.0,10.9,17.712500000000002,22.345,27.25,normal_concrete,1
260.0,938.0,1006.0,156.0,3.12,0.0,0.0,11.840000000000002,19.240000000000002,24.272,29.6,normal_concrete,1
260.9,761.5,864.5,200.6,8.6,178.8,0.0,12.96,21.06,26.567999999999998,32.4,normal_concrete,1
261.0,761.0,864.0,201.0,9.0,178.0,0.0,13.316,21.6385,27.2978,33.29,normal_concrete,1
261.9,732.6,895.2,195.4,5.0,196.6,0.0,13.488,21.918,27.650399999999998,33.72,normal_concrete,1
262.0,733.0,895.0,195.0,5.0,197.0,0.0,13.488,21.918,27.650399999999998,33.72,normal_concrete,1
262.0,790.0,1092.0,168.0,4.55,88.0,0.0,14.76,23.985,30.257999999999996,36.9,normal_concrete,1
263.0,911.0,987.0,173.0,3.71,46.0,0.0,9.86,16.0225,20.212999999999997,24.65,normal_concrete,1
264.5,790.4,832.6,195.5,5.9,197.5,0.0,16.616,27.001,34.062799999999996,41.54,normal_concrete,1
265.0,790.0,833.0,195.0,6.0,197.0,0.0,15.786000000000001,25.652250000000002,32.3613,39.465,normal_concrete,1
265.0,892.0,1005.0,172.0,4.3,66.0,0.0,12.086666668,19.640833335499998,24.7776666694,30.21666667,normal_concrete,1
266.0,670.0,932.0,228.0,0.0,114.0,0.0,35.84606283160959,38.84711575100552,41.16165905599226,45.85,normal_concrete,1
266.0,745.0,910.0,178.0,10.0,199.0,0.0,15.768,25.623,32.3244,39.42,normal_concrete,1
266.0,842.0,1072.0,170.0,2.66,0.0,0.0,11.520000000000001,18.720000000000002,23.616,28.8,normal_concrete,1
266.0,843.0,1072.0,172.0,4.7,47.0,0.0,11.920000000000002,19.37,24.436,29.8,normal_concrete,1
266.2,744.5,909.7,177.9,10.4,199.8,0.0,15.768,25.623,32.3244,39.42,normal_concrete,1
267.0,885.0,1038.0,160.0,4.01,0.0,0.0,11.240000000000002,18.265,23.041999999999998,28.1,normal_concrete,1
267.0,903.0,1019.0,164.0,3.77,47.0,0.0,13.66,22.1975,28.002999999999997,34.15,normal_concrete,1
269.0,810.0,1166.0,158.0,3.48,47.0,0.0,14.56,23.66,29.847999999999995,36.4,normal_concrete,1
269.0,862.0,1053.0,168.0,3.8,48.0,0.0,13.4,21.775000000000002,27.47,33.5,normal_concrete,1
270.0,801.0,841.0,198.0,4.5,0.0,0.0,23.040000000000003,37.440000000000005,47.232,57.6,normal_concrete,1
270.0,801.0,842.0,198.0,2.9,0.0,0.0,24.12,39.195,49.446,60.3,normal_concrete,1
270.0,808.0,849.0,198.0,4.2,0.0,0.0,26.72,43.42,54.775999999999996,66.8,normal_concrete,1
270.0,811.0,853.0,198.0,3.2,0.0,0.0,27.680000000000003,44.980000000000004,56.744,69.2,normal_concrete,1
270.0,816.0,857.0,198.0,4.6,0.0,0.0,27.28,44.330000000000005,55.924,68.2,normal_concrete,1
270.0,821.0,863.0,198.0,3.4,0.0,0.0,29.960000000000004,48.685,61.418,74.9,normal_concrete,1
270.0,902.0,1018.0,180.0,6.0,30.0,0.0,12.153333333333336,19.74916666666667,24.914333333333335,30.383333333333336,normal_concrete,1
270.0,926.0,1003.0,170.0,4.82,51.0,0.0,14.96,24.31,30.667999999999996,37.4,normal_concrete,1
270.0,1630.0,0.0,270.0,0.0,0.0,0.0,4.88,7.93,10.004,12.2,normal_concrete,1
270.6,817.2,817.2,191.8,6.45,0.0,0.0,13.96,22.685,28.618,34.9,normal_concrete,1
270.6,818.1,818.1,191.8,5.6,0.0,0.0,14.240000000000002,23.14,29.192,35.6,normal_concrete,1
270.6,839.8,839.8,174.5,6.45,0.0,0.0,18.6,30.225,38.129999999999995,46.5,normal_concrete,1
270.6,840.7,840.7,174.5,5.6,0.0,0.0,18.040000000000003,29.315,36.982,45.1,normal_concrete,1
271.0,825.0,1094.0,160.0,2.98,0.0,0.0,14.96,24.31,30.667999999999996,37.4,normal_concrete,1
271.0,825.0,1094.0,160.0,3.25,0.0,0.0,10.100000000000001,16.4125,20.705,25.25,normal_concrete,1
272.0,890.0,900.0,182.97,7.8,0.0,0.0,26.52,43.095,54.36599999999999,66.3,normal_concrete,1
272.6,762.2,931.3,198.7,10.6,89.6,0.0,12.9,20.962500000000002,26.444999999999997,32.25,normal_concrete,1
272.8,679.7,904.0,209.7,9.0,186.89999999999998,0.0,14.868000000000002,24.160500000000003,30.4794,37.17,normal_concrete,1
272.8,714.3,1012.4,185.7,0.0,181.9,0.0,3.4733046774556002,12.67401199414191,19.77,31.38,normal_concrete,1
273.0,680.0,904.0,210.0,9.0,187.0,0.0,14.432,23.451999999999998,29.585599999999996,36.08,normal_concrete,1
273.0,762.0,931.0,199.0,11.0,90.0,0.0,12.896,20.956000000000003,26.4368,32.24,normal_concrete,1
273.0,864.0,1015.0,170.0,4.49,48.0,0.0,15.86,25.7725,32.513,39.65,normal_concrete,1
274.0,827.0,759.0,202.0,9.0,204.0,0.0,14.208000000000002,23.088000000000005,29.1264,35.52,normal_concrete,1
275.0,765.0,830.0,162.0,10.4,300.0,0.0,30.496,49.556,62.51679999999999,76.24,normal_concrete,1
275.0,790.0,810.0,184.0,13.0,226.0,0.0,17.416,28.301000000000002,35.702799999999996,43.54,normal_concrete,1
275.0,808.4,808.4,190.0,6.25,0.0,0.0,14.56,23.66,29.847999999999995,36.4,normal_concrete,1
275.0,814.1,814.1,190.0,6.25,0.0,0.0,11.88,19.305,24.354,29.7,normal_concrete,1
275.0,834.0,1106.0,165.0,4.13,0.0,0.0,11.620000000000001,18.8825,23.820999999999998,29.05,normal_concrete,1
275.0,835.0,1106.0,184.0,6.05,0.0,0.0,11.520000000000001,18.720000000000002,23.616,28.8,normal_concrete,1
275.0,843.0,1117.0,165.0,4.95,0.0,0.0,16.380000000000003,26.617500000000003,33.579,40.95,normal_concrete,1
275.0,878.0,1074.0,173.0,3.85,0.0,0.0,12.36,20.085,25.337999999999997,30.9,normal_concrete,1
275.0,1510.0,0.0,285.0,0.0,0.0,0.0,5.48,8.905,11.233999999999998,13.7,normal_concrete,1
275.1,777.5,1053.6,159.5,9.9,121.4,0.0,12.689903176027803,23.8,33.25288100008807,51.33,normal_concrete,1
276.0,693.81,1085.2,161.0,0.66,0.0,0.0,22.8,37.050000000000004,46.739999999999995,57.0,normal_concrete,1
276.0,768.0,870.0,180.0,9.0,206.0,0.0,17.672,28.717000000000002,36.227599999999995,44.18,normal_concrete,1
276.0,845.0,1120.0,160.0,3.31,0.0,0.0,11.200000000000001,18.2,22.959999999999997,28.0,normal_concrete,1
276.0,853.0,1042.0,168.0,5.0,60.0,0.0,14.64,23.790000000000003,30.012,36.6,normal_concrete,1
276.0,882.0,994.0,170.0,3.54,78.0,0.0,15.590000000000002,25.333750000000002,31.9595,38.975,normal_concrete,1
276.0,921.0,997.0,165.0,3.17,41.0,0.0,11.46,18.6225,23.493,28.65,normal_concrete,1
276.0,927.0,1046.0,171.0,4.14,0.0,0.0,11.58,18.8175,23.738999999999997,28.95,normal_concrete,1
276.0,961.0,808.0,204.0,9.18,0.0,0.0,12.668000000000001,20.585500000000003,25.9694,31.67,normal_concrete,1
276.0,961.0,808.0,204.0,9.94,0.0,0.0,12.728000000000002,20.683,26.092399999999998,31.82,normal_concrete,1
276.0,961.0,808.0,204.0,10.69,0.0,0.0,12.592,20.462,25.813599999999997,31.48,normal_concrete,1
276.0,961.0,808.0,204.0,11.34,0.0,0.0,12.912,20.982000000000003,26.4696,32.28,normal_concrete,1
276.0,961.0,808.0,204.0,12.1,0.0,0.0,12.916,20.988500000000002,26.4778,32.29,normal_concrete,1
276.0,961.0,808.0,204.0,12.85,0.0,0.0,17.02,27.6575,34.891,42.55,normal_concrete,1
276.0,969.0,774.0,204.0,9.18,0.0,0.0,12.232,19.877,25.075599999999998,30.58,normal_concrete,1
276.0,969.0,774.0,204.0,12.1,0.0,0.0,11.986,19.47725,24.571299999999997,29.965,normal_concrete,1
276.0,978.0,735.0,204.0,9.18,0.0,0.0,11.664000000000001,18.954,23.911199999999997,29.16,normal_concrete,1
276.0,978.0,735.0,204.0,12.1,0.0,0.0,15.96,25.935,32.717999999999996,39.9,normal_concrete,1
276.4,768.3,870.1,179.6,8.9,206.3,0.0,17.712,28.782,36.309599999999996,44.28,normal_concrete,1
277.0,665.6,946.5,190.6,7.0,207.8,0.0,17.432,28.326999999999998,35.7356,43.58,normal_concrete,1
277.0,666.0,946.0,191.0,7.0,208.0,0.0,17.428,28.320500000000003,35.727399999999996,43.57,normal_concrete,1
