cement,sand,gravel,water,plasticizer_kg,fly_ash,microsilica_kg,strength_1,strength_3,strength_7,strength_28,strength_1_weight,strength_3_weight,strength_7_weight,strength_28_weight,source,imputed_early
318.0,839.0,1068.0,175.0,4.77,0.0,0.0,9.799999999999999,16.24,21.84,28.0,0.02,0.03,0.05,1.0,normal_concrete,1
318.0,861.0,970.0,171.0,5.17,80.0,0.0,16.2225,26.883,36.153000000000006,46.35,0.02,0.03,0.05,1.0,normal_concrete,1
318.8,880.4,852.1,155.7,14.3,212.5,0.0,9.387967861588242,25.2,33.4,55.5,0.2,1.0,1.0,1.0,normal_concrete,1
319.0,368.0,1600.0,185.0,0.0,0.0,0.0,15.47,25.636,34.476000000000006,44.2,0.02,0.03,0.05,1.0,normal_concrete,1
319.0,818.0,1042.0,165.0,5.63,56.0,0.0,17.0275,28.217,37.947,48.65,0.02,0.03,0.05,1.0,normal_concrete,1
319.0,865.0,1055.0,166.0,3.83,0.0,0.0,9.94,16.471999999999998,22.152,28.4,0.02,0.03,0.05,1.0,normal_concrete,1
319.0,866.0,1017.0,167.0,5.7,61.0,0.0,15.1375,25.084999999999997,33.735,43.25,0.02,0.03,0.05,1.0,normal_concrete,1
319.0,1050.0,500.0,158.0,5.2,0.0,0.0,20.439999999999998,33.872,45.552,58.4,0.02,0.03,0.05,1.0,normal_concrete,1
320.0,723.0,721.0,211.0,6.0,291.0,0.0,16.226,26.888799999999996,36.1608,46.36,0.02,0.03,0.05,1.0,normal_concrete,1
320.0,776.0,866.0,188.0,9.0,163.0,0.0,15.991499999999998,26.500199999999996,35.6382,45.69,0.02,0.03,0.05,1.0,normal_concrete,1
320.0,788.0,1044.0,168.0,7.2,80.0,0.0,15.685833334499998,25.993666668599996,34.9570000026,44.81666667,0.02,0.03,0.05,1.0,normal_concrete,1
320.0,819.0,1085.0,176.0,7.04,0.0,0.0,11.935,19.778,26.598000000000003,34.1,0.02,0.03,0.05,1.0,normal_concrete,1
320.0,858.0,1049.0,173.0,3.84,0.0,0.0,13.002500000000001,21.547,28.977000000000004,37.150000000000006,0.02,0.03,0.05,1.0,normal_concrete,1
320.0,892.0,1091.0,147.0,4.16,0.0,0.0,14.209999999999999,23.548,31.668000000000003,40.6,0.02,0.03,0.05,1.0,normal_concrete,1
320.0,1016.0,687.0,174.0,5.21,0.0,0.0,18.759999999999998,31.087999999999997,41.808,53.6,0.02,0.03,0.05,1.0,normal_concrete,1
320.0,1600.0,0.0,280.0,0.0,0.0,0.0,6.58,10.904,14.664000000000001,18.8,0.02,0.03,0.05,1.0,normal_concrete,1
321.0,774.0,870.0,190.0,5.0,164.0,0.0,18.03025,29.8787,40.1817,51.515,0.02,0.03,0.05,1.0,normal_concrete,1
321.0,780.0,870.0,182.0,11.0,128.0,0.0,13.040999999999999,21.610799999999998,29.0628,37.26,0.02,0.03,0.05,1.0,normal_concrete,1
321.0,802.0,1107.0,170.0,4.82,0.0,0.0,9.87,16.355999999999998,21.996,28.2,0.02,0.03,0.05,1.0,normal_concrete,1
321.0,851.0,1040.0,168.0,7.04,70.0,0.0,15.9075,26.361,35.451,45.45,0.02,0.03,0.05,1.0,normal_concrete,1
321.0,859.0,1050.0,170.0,4.82,0.0,0.0,12.739999999999998,21.112,28.392,36.4,0.02,0.03,0.05,1.0,normal_concrete,1
321.0,865.0,976.0,168.0,7.0,70.0,0.0,14.945,24.766,33.306000000000004,42.7,0.02,0.03,0.05,1.0,normal_concrete,1
321.3,774.0,870.0,190.5,4.6,164.2,0.0,20.026999999999997,33.187599999999996,44.6316,57.22,0.02,0.03,0.05,1.0,normal_concrete,1
321.4,779.7,870.1,182.5,11.5,127.9,0.0,13.044500000000001,21.616600000000002,29.070600000000002,37.27,0.02,0.03,0.05,1.0,normal_concrete,1
321.8,821.8,821.8,191.8,6.45,0.0,0.0,10.745,17.805999999999997,23.946,30.7,0.02,0.03,0.05,1.0,normal_concrete,1
321.8,822.7,822.7,191.8,5.6,0.0,0.0,10.639999999999999,17.631999999999998,23.712,30.4,0.02,0.03,0.05,1.0,normal_concrete,1
321.8,825.7,825.7,191.8,6.45,0.0,0.0,9.31,15.427999999999999,20.748,26.6,0.02,0.03,0.05,1.0,normal_concrete,1
321.8,826.6,826.6,191.8,5.6,0.0,0.0,9.52,15.775999999999998,21.216,27.2,0.02,0.03,0.05,1.0,normal_concrete,1
321.8,844.4,844.4,174.5,6.45,0.0,0.0,13.685,22.678,30.498,39.1,0.02,0.03,0.05,1.0,normal_concrete,1
321.8,845.3,845.3,174.5,5.6,0.0,0.0,13.16,21.808,29.328000000000003,37.6,0.02,0.03,0.05,1.0,normal_concrete,1
321.8,848.2,848.2,174.5,6.45,0.0,0.0,13.02,21.576,29.016000000000002,37.2,0.02,0.03,0.05,1.0,normal_concrete,1
321.8,849.1,849.1,174.5,5.6,0.0,0.0,12.529999999999998,20.763999999999996,27.924,35.8,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,693.81,1085.2,161.0,0.77,0.0,0.0,20.912499999999998,34.655,46.605000000000004,59.75,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,709.0,951.0,186.0,8.0,149.0,0.0,17.122,28.3736,38.1576,48.92,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,772.0,1067.0,169.0,4.82,80.0,0.0,15.749999999999998,26.099999999999998,35.1,45.0,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,783.0,1038.0,177.0,6.03,80.0,0.0,14.2975,23.692999999999998,31.863000000000003,40.85,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,800.0,974.0,203.0,0.0,0.0,0.0,13.165079151255323,16.71205544870748,19.44763874654118,25.18,0.2,0.35,0.55,1.0,normal_concrete,1
322.0,813.0,818.0,196.0,10.0,116.0,0.0,10.66625,17.6755,23.770500000000002,30.475,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,819.0,1002.0,177.0,6.03,80.0,0.0,14.0,23.2,31.200000000000003,40.0,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,836.0,1022.0,163.0,5.31,57.0,0.0,14.052499999999998,23.287,31.317,40.15,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,836.0,1022.0,163.0,6.82,57.0,0.0,18.549999999999997,30.74,41.34,53.0,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,867.0,885.0,174.8,5.25,0.0,0.0,21.84,36.192,48.672,62.4,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,867.0,885.0,174.8,5.78,0.0,0.0,18.83,31.203999999999997,41.964,53.8,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,867.0,885.0,174.8,6.02,0.0,0.0,20.404999999999998,33.81399999999999,45.474,58.3,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,867.0,885.0,174.8,6.55,0.0,0.0,22.82,37.816,50.856,65.2,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,867.0,885.0,174.8,7.47,0.0,0.0,23.59,39.092,52.572,67.4,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,896.0,916.0,151.8,7.71,0.0,0.0,24.5,40.599999999999994,54.6,70.0,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,896.0,916.0,151.8,7.99,0.0,0.0,26.95,44.66,60.06,77.0,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,896.0,916.0,151.8,10.45,0.0,0.0,23.065,38.222,51.40200000000001,65.9,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,896.0,916.0,151.8,12.43,0.0,0.0,26.04,43.152,58.032000000000004,74.4,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,896.0,916.0,151.8,13.1,0.0,0.0,25.479999999999997,42.224,56.784,72.8,0.02,0.03,0.05,1.0,normal_concrete,1
322.0,896.0,916.0,151.8,13.87,0.0,0.0,25.97,43.036,57.876000000000005,74.2,0.02,0.03,0.05,1.0,normal_concrete,1
322.2,813.4,817.9,196.0,10.4,115.6,0.0,10.912999999999998,18.0844,24.3204,31.18,0.02,0.03,0.05,1.0,normal_concrete,1
322.5,709.5,951.0,185.8,8.5,148.6,0.0,18.3505,30.409399999999998,40.8954,52.43,0.02,0.03,0.05,1.0,normal_concrete,1
322.5,1135.0,630.0,200.0,2.58,0.0,0.0,15.3944,25.51072,34.307520000000004,43.984,0.02,0.03,0.05,1.0,normal_concrete,1
323.0,855.0,1003.0,162.0,4.94,57.0,0.0,13.929999999999998,23.083999999999996,31.044,39.8,0.02,0.03,0.05,1.0,normal_concrete,1
323.0,859.0,1050.0,168.0,4.8,0.0,0.0,13.72,22.736,30.576000000000004,39.2,0.02,0.03,0.05,1.0,normal_concrete,1
323.7,659.9,942.7,183.8,10.3,282.8,0.0,11.772843112864892,28.3,49.8,74.7,0.2,1.0,1.0,1.0,normal_concrete,1
324.0,766.0,1148.0,162.0,3.89,0.0,0.0,13.369999999999997,22.155999999999995,29.796,38.199999999999996,0.02,0.03,0.05,1.0,normal_concrete,1
324.0,817.0,1084.0,175.0,4.21,0.0,0.0,12.67,20.996,28.236000000000004,36.2,0.02,0.03,0.05,1.0,normal_concrete,1
324.0,837.0,1022.0,160.0,3.8,57.0,0.0,20.58,34.104,45.864,58.8,0.02,0.03,0.05,1.0,normal_concrete,1
324.0,841.0,1070.0,165.0,3.89,0.0,0.0,14.489999999999998,24.011999999999997,32.292,41.4,0.02,0.03,0.05,1.0,normal_concrete,1
324.0,843.0,1031.0,170.0,5.79,62.0,0.0,14.874999999999998,24.65,33.15,42.5,0.02,0.03,0.05,1.0,normal_concrete,1
324.0,853.0,1002.0,164.0,5.33,57.0,0.0,14.612499999999999,24.215,32.565,41.75,0.02,0.03,0.05,1.0,normal_concrete,1
324.0,890.0,900.0,189.26,7.8,0.0,0.0,21.412999999999997,35.484399999999994,47.7204,61.17999999999999,0.02,0.03,0.05,1.0,normal_concrete,1
325.0,783.6,783.6,215.5,6.25,0.0,0.0,9.1,15.079999999999998,20.28,26.0,0.02,0.03,0.05,1.0,normal_concrete,1
325.0,815.3,815.3,190.0,7.5,0.0,0.0,15.295,25.346,34.086000000000006,43.7,0.02,0.03,0.05,1.0,normal_concrete,1
325.0,816.7,816.7,190.0,6.25,0.0,0.0,14.225909090909092,23.574363636363636,31.703454545454548,40.64545454545455,0.02,0.03,0.05,1.0,normal_concrete,1
325.0,818.0,818.0,190.0,5.0,0.0,0.0,13.825,22.91,30.810000000000002,39.5,0.02,0.03,0.05,1.0,normal_concrete,1
325.0,849.2,849.2,165.0,6.25,0.0,0.0,17.71,29.348,39.468,50.6,0.02,0.03,0.05,1.0,normal_concrete,1
325.0,851.0,999.0,168.0,6.5,57.0,0.0,15.679999999999998,25.983999999999998,34.943999999999996,44.8,0.02,0.03,0.05,1.0,normal_concrete,1
325.6,790.0,881.6,174.0,8.9,166.4,0.0,21.434,35.5192,47.7672,61.24,0.02,0.03,0.05,1.0,normal_concrete,1
326.0,790.0,882.0,174.0,9.0,166.0,0.0,21.4305,35.5134,47.7594,61.23,0.02,0.03,0.05,1.0,normal_concrete,1
326.0,792.0,801.0,199.0,11.0,138.0,0.0,14.238,23.594399999999997,31.7304,40.68,0.02,0.03,0.05,1.0,normal_concrete,1
326.0,792.0,884.0,174.0,6.0,167.0,0.0,18.4275,30.536999999999995,41.067,52.65,0.02,0.03,0.05,1.0,normal_concrete,1
326.0,1050.0,500.0,158.0,5.1,0.0,0.0,19.005,31.493999999999996,42.354,54.3,0.02,0.03,0.05,1.0,normal_concrete,1
326.5,792.5,801.1,199.0,10.8,137.9,0.0,13.5205,22.4054,30.131400000000003,38.63,0.02,0.03,0.05,1.0,normal_concrete,1
327.0,875.0,1028.0,170.0,4.58,0.0,0.0,11.76,19.488,26.208000000000002,33.6,0.02,0.03,0.05,1.0,normal_concrete,1
327.5,783.1,783.1,206.2,6.93,0.0,0.0,16.59,27.491999999999997,36.972,47.4,0.02,0.03,0.05,1.0,normal_concrete,1
327.5,784.0,784.0,206.2,6.02,0.0,0.0,16.099999999999998,26.68,35.88,46.0,0.02,0.03,0.05,1.0,normal_concrete,1
327.5,787.2,787.2,206.2,6.93,0.0,0.0,16.695,27.666,37.206,47.7,0.02,0.03,0.05,1.0,normal_concrete,1
327.5,788.2,788.2,206.2,6.02,0.0,0.0,15.399999999999999,25.52,34.32,44.0,0.02,0.03,0.05,1.0,normal_concrete,1
327.5,807.3,807.3,187.5,6.93,0.0,0.0,19.915,33.001999999999995,44.382,56.9,0.02,0.03,0.05,1.0,normal_concrete,1
327.5,808.3,808.3,187.5,6.02,0.0,0.0,19.389999999999997,32.132,43.212,55.4,0.02,0.03,0.05,1.0,normal_concrete,1
327.5,811.5,811.5,187.5,6.93,0.0,0.0,18.095,29.986,40.326,51.7,0.02,0.03,0.05,1.0,normal_concrete,1
327.5,812.4,812.4,187.5,6.02,0.0,0.0,18.724999999999998,31.029999999999998,41.730000000000004,53.5,0.02,0.03,0.05,1.0,normal_concrete,1
328.0,782.0,1036.0,172.0,6.15,82.0,0.0,15.545833334499997,25.761666668599997,34.6450000026,44.41666667,0.02,0.03,0.05,1.0,normal_concrete,1
328.0,813.0,954.0,164.0,7.04,141.0,0.0,17.604999999999997,29.173999999999996,39.234,50.3,0.02,0.03,0.05,1.0,normal_concrete,1
328.0,818.0,1000.0,172.0,6.15,82.0,0.0,16.59,27.492,36.97200000000001,47.400000000000006,0.02,0.03,0.05,1.0,normal_concrete,1
328.0,836.0,982.0,172.0,5.74,82.0,0.0,16.0766666655,26.6413333314,35.827999997400006,45.93333333,0.02,0.03,0.05,1.0,normal_concrete,1
328.0,867.0,977.0,170.0,5.4,58.0,0.0,15.329999999999998,25.403999999999996,34.164,43.8,0.02,0.03,0.05,1.0,normal_concrete,1
328.5,625.1,530.6,225.0,0.0,0.0,0.0,11.2,18.56,24.96,32.0,0.02,0.03,0.05,1.0,normal_concrete,1
328.5,625.1,533.7,225.0,0.0,0.0,0.0,14.0,23.2,31.200000000000003,40.0,0.02,0.03,0.05,1.0,normal_concrete,1
329.0,837.0,1066.0,168.0,3.95,0.0,0.0,13.229999999999999,21.923999999999996,29.483999999999998,37.8,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,699.0,898.0,176.0,9.11,0.0,0.0,23.52,38.976,52.416000000000004,67.2,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,707.0,909.0,176.0,6.48,0.0,0.0,25.445,42.166,56.706,72.7,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,711.0,913.0,176.0,7.5,0.0,0.0,21.77,36.076,48.516000000000005,62.2,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,716.0,920.0,176.0,10.78,0.0,0.0,30.624999999999996,50.75,68.25,87.5,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,742.0,1113.0,165.0,3.96,0.0,0.0,13.308750000000002,22.0545,29.659500000000005,38.025000000000006,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,768.0,1061.0,169.0,4.94,82.0,0.0,15.6975,26.012999999999998,34.983000000000004,44.85,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,782.0,1081.0,165.0,5.23,72.0,0.0,14.559999999999999,24.128,32.448,41.6,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,795.0,1054.0,163.0,6.21,58.0,0.0,17.447499999999998,28.913,38.883,49.85,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,819.0,1086.0,165.0,4.95,0.0,0.0,12.897499999999999,21.373,28.743000000000002,36.85,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,827.0,826.0,176.0,5.5,0.0,0.0,16.0825,26.651,35.841,45.95,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,835.0,980.0,173.0,6.18,82.0,0.0,14.6883333345,24.3406666686,32.734000002600006,41.96666667,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,835.0,981.0,144.0,4.95,0.0,0.0,32.41,53.70799999999999,72.228,92.6,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,840.0,1068.0,162.0,3.96,0.0,0.0,14.3325,23.751,31.941000000000003,40.95,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,843.0,1072.0,155.0,3.96,0.0,0.0,12.337499999999999,20.445,27.495,35.25,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,863.0,772.0,182.0,9.08,0.0,0.0,26.179999999999996,43.38399999999999,58.344,74.8,0.02,0.03,0.05,1.0,normal_concrete,1
330.0,869.0,942.0,159.0,7.31,100.0,0.0,17.15,28.419999999999998,38.22,49.0,0.02,0.03,0.05,1.0,normal_concrete,1
330.36,840.0,754.18,180.38,6.02,0.0,0.0,20.741,34.370799999999996,46.2228,59.26,0.02,0.03,0.05,1.0,normal_concrete,1
330.36,840.0,768.88,180.05,5.97,0.0,0.0,19.354999999999997,32.074,43.134,55.3,0.02,0.03,0.05,1.0,normal_concrete,1
330.36,857.57,739.44,180.38,6.08,0.0,0.0,22.959999999999997,38.047999999999995,51.168,65.6,0.02,0.03,0.05,1.0,normal_concrete,1
330.36,857.57,768.88,179.74,6.02,0.0,0.0,19.81,32.827999999999996,44.148,56.6,0.02,0.03,0.05,1.0,normal_concrete,1
330.36,875.16,739.44,179.74,5.97,0.0,0.0,16.939999999999998,28.071999999999996,37.752,48.4,0.02,0.03,0.05,1.0,normal_concrete,1
330.36,875.16,754.18,180.05,6.08,0.0,0.0,21.455,35.553999999999995,47.814,61.3,0.02,0.03,0.05,1.0,normal_concrete,1
330.5,802.3,811.0,194.9,8.1,169.6,0.0,19.816999999999997,32.8396,44.1636,56.62,0.02,0.03,0.05,1.0,normal_concrete,1
330.85,840.0,739.44,179.74,5.97,0.0,0.0,18.759999999999998,31.087999999999997,41.808,53.6,0.02,0.03,0.05,1.0,normal_concrete,1
330.85,840.0,768.88,180.05,6.08,0.0,0.0,20.4575,33.900999999999996,45.591,58.45,0.02,0.03,0.05,1.0,normal_concrete,1
330.85,857.57,739.44,180.05,6.02,0.0,0.0,20.054999999999996,33.233999999999995,44.694,57.3,0.02,0.03,0.05,1.0,normal_concrete,1
330.85,857.57,754.18,180.38,5.97,0.0,0.0,17.6575,29.261,39.351000000000006,50.45,0.02,0.03,0.05,1.0,normal_concrete,1
330.85,875.16,754.18,179.74,6.08,0.0,0.0,18.514999999999997,30.682,41.262,52.9,0.02,0.03,0.05,1.0,normal_concrete,1
330.85,875.16,768.88,180.38,6.02,0.0,0.0,21.384999999999998,35.437999999999995,47.658,61.1,0.02,0.03,0.05,1.0,normal_concrete,1
331.0,802.0,811.0,195.0,8.0,170.0,0.0,19.813499999999998,32.8338,44.1558,56.61,0.02,0.03,0.05,1.0,normal_concrete,1
331.0,814.0,994.0,178.0,0.06,83.0,0.0,13.754999999999999,22.793999999999997,30.654,39.3,0.02,0.03,0.05,1.0,normal_concrete,1
331.0,815.0,997.0,174.0,6.21,83.0,0.0,15.452499999999999,25.606999999999996,34.437,44.15,0.02,0.03,0.05,1.0,normal_concrete,1
331.0,820.0,1087.0,162.0,3.97,0.0,0.0,12.267499999999998,20.328999999999997,27.339,35.05,0.02,0.03,0.05,1.0,normal_concrete,1
331.0,820.0,1087.0,162.0,5.3,0.0,0.0,13.195,21.866,29.406000000000002,37.7,0.02,0.03,0.05,1.0,normal_concrete,1
331.0,821.0,1025.0,192.0,0.0,0.0,0.0,5.564631364787474,14.31,17.44,31.74,0.2,1.0,1.0,1.0,normal_concrete,1
331.0,825.0,978.0,192.0,0.0,0.0,0.0,6.898298397974813,13.52,16.26,31.45,0.2,1.0,1.0,1.0,normal_concrete,1
331.33,840.0,739.44,180.38,6.08,0.0,0.0,22.33,37.004,49.764,63.8,0.02,0.03,0.05,1.0,normal_concrete,1
331.33,840.0,754.18,179.74,6.02,0.0,0.0,18.585,30.798,41.418,53.1,0.02,0.03,0.05,1.0,normal_concrete,1
331.33,857.57,754.18,180.05,5.97,0.0,0.0,16.555,27.433999999999997,36.894,47.3,0.02,0.03,0.05,1.0,normal_concrete,1
331.33,857.57,768.88,179.74,6.08,0.0,0.0,19.564999999999998,32.422,43.602000000000004,55.9,0.02,0.03,0.05,1.0,normal_concrete,1
331.33,875.16,739.44,180.05,6.02,0.0,0.0,20.054999999999996,33.233999999999995,44.694,57.3,0.02,0.03,0.05,1.0,normal_concrete,1
331.33,875.16,768.88,180.38,5.97,0.0,0.0,18.0355,29.8874,40.193400000000004,51.53,0.02,0.03,0.05,1.0,normal_concrete,1
332.0,806.0,900.0,160.0,6.0,170.0,0.0,20.4855,33.9474,45.653400000000005,58.53,0.02,0.03,0.05,1.0,normal_concrete,1
332.0,807.0,1026.0,176.0,8.99,59.0,0.0,13.685,22.678,30.498,39.1,0.02,0.03,0.05,1.0,normal_concrete,1
332.0,893.0,968.0,174.0,7.11,63.0,0.0,14.892499999999998,24.678999999999995,33.189,42.55,0.02,0.03,0.05,1.0,normal_concrete,1
332.5,594.0,932.0,228.0,0.0,142.5,0.0,24.342345092436613,27.49948483527304,30.28,33.02,0.2,0.35,1.0,1.0,normal_concrete,1
333.0,652.0,996.0,167.0,17.9,180.5,0.0,16.548,27.4224,36.8784,47.28,0.02,0.03,0.05,1.0,normal_concrete,1
333.0,842.6,931.2,192.0,0.0,0.0,0.0,7.921496726197124,15.62,23.4,31.97,0.2,1.0,1.0,1.0,normal_concrete,1
333.0,1050.0,500.0,158.0,7.3,0.0,0.0,18.514999999999997,30.682,41.262,52.9,0.02,0.03,0.05,1.0,normal_concrete,1
334.0,633.0,967.0,189.0,15.3,175.6,0.0,15.515499999999998,25.711399999999998,34.5774,44.33,0.02,0.03,0.05,1.0,normal_concrete,1
334.0,768.0,1061.0,169.0,5.23,68.0,0.0,15.54,25.752,34.632,44.4,0.02,0.03,0.05,1.0,normal_concrete,1
334.0,786.0,1043.0,169.0,5.23,68.0,0.0,15.434999999999999,25.578,34.398,44.1,0.02,0.03,0.05,1.0,normal_concrete,1
335.0,782.0,1125.0,158.0,4.62,50.0,0.0,14.7,24.36,32.76,42.0,0.02,0.03,0.05,1.0,normal_concrete,1
336.0,761.0,1051.0,168.0,5.46,84.0,0.0,16.625,27.549999999999997,37.050000000000004,47.5,0.02,0.03,0.05,1.0,normal_concrete,1
336.0,771.0,1064.0,170.0,5.92,59.0,0.0,15.4291666655,25.568333331399998,34.3849999974,44.08333333,0.02,0.03,0.05,1.0,normal_concrete,1
336.0,787.0,756.0,222.0,6.0,134.0,0.0,11.165,18.502,24.882,31.9,0.02,0.03,0.05,1.0,normal_concrete,1
336.0,790.0,968.0,176.0,1.5,0.0,0.0,35.349999999999994,58.58,78.78,101.0,0.02,0.03,0.05,1.0,normal_concrete,1
336.0,817.0,986.0,182.0,3.0,0.0,0.0,15.700999999999999,26.0188,34.9908,44.86,0.02,0.03,0.05,1.0,normal_concrete,1
336.5,816.8,985.8,181.9,3.4,0.0,0.0,15.704499999999998,26.024599999999996,34.998599999999996,44.87,0.02,0.03,0.05,1.0,normal_concrete,1
337.0,820.0,1088.0,155.0,4.04,0.0,0.0,13.895,23.026,30.966000000000005,39.7,0.02,0.03,0.05,1.0,normal_concrete,1
337.0,837.0,1023.0,165.0,3.75,38.0,0.0,14.0,23.2,31.200000000000003,40.0,0.02,0.03,0.05,1.0,normal_concrete,1
337.5,626.1,534.9,225.0,0.0,0.0,0.0,11.899999999999999,19.72,26.52,34.0,0.02,0.03,0.05,1.0,normal_concrete,1
337.5,626.5,531.9,225.0,0.0,0.0,0.0,10.5,17.4,23.400000000000002,30.0,0.02,0.03,0.05,1.0,normal_concrete,1
337.9,755.8,944.7,174.9,9.5,189.0,0.0,10.219199791999731,24.1,35.1,49.9,0.2,1.0,1.0,1.0,normal_concrete,1
338.0,764.0,1055.0,169.0,5.06,84.0,0.0,15.9775,26.476999999999997,35.607,45.65,0.02,0.03,0.05,1.0,normal_concrete,1
338.0,817.0,1083.0,162.0,4.06,0.0,0.0,13.8775,22.996999999999996,30.927,39.65,0.02,0.03,0.05,1.0,normal_concrete,1
338.0,824.0,1007.0,171.0,7.16,60.0,0.0,14.77,24.476,32.916000000000004,42.2,0.02,0.03,0.05,1.0,normal_concrete,1
338.0,828.0,1011.0,163.0,7.16,60.0,0.0,14.8225,24.563,33.033,42.35,0.02,0.03,0.05,1.0,normal_concrete,1
338.0,864.0,975.0,163.0,5.17,60.0,0.0,17.7975,29.493,39.663000000000004,50.85,0.02,0.03,0.05,1.0,normal_concrete,1
338.9,824.6,824.6,191.8,6.45,0.0,0.0,15.225,25.229999999999997,33.93,43.5,0.02,0.03,0.05,1.0,normal_concrete,1
338.9,825.5,825.5,191.8,5.6,0.0,0.0,17.604999999999997,29.173999999999996,39.234,50.3,0.02,0.03,0.05,1.0,normal_concrete,1
338.9,847.2,847.2,174.5,6.45,0.0,0.0,20.65,34.22,46.02,59.0,0.02,0.03,0.05,1.0,normal_concrete,1
338.9,848.1,848.1,174.5,5.6,0.0,0.0,20.895,34.626,46.566,59.7,0.02,0.03,0.05,1.0,normal_concrete,1
339.0,754.0,1060.0,185.0,0.0,0.0,0.0,11.077499999999999,18.357,24.687,31.65,0.02,0.03,0.05,1.0,normal_concrete,1
339.0,754.0,1069.0,185.0,0.0,0.0,0.0,6.168724716212368,14.632424470063349,21.16,31.84,0.2,0.35,1.0,1.0,normal_concrete,1
339.0,781.0,968.0,197.0,0.0,0.0,0.0,11.310463337333855,13.22,20.97,32.04,0.2,1.0,1.0,1.0,normal_concrete,1
339.0,793.0,1009.0,174.0,4.2,85.0,0.0,18.549999999999997,30.74,41.34,53.0,0.02,0.03,0.05,1.0,normal_concrete,1
339.2,754.3,1069.2,185.7,0.0,0.0,0.0,6.132577617771236,14.627976621636632,21.18,31.9,0.2,0.35,1.0,1.0,normal_concrete,1
340.0,780.0,1120.0,160.0,4.4,0.0,0.0,14.3325,23.751,31.941000000000003,40.95,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,806.0,1026.0,168.0,6.8,60.0,0.0,16.38,27.143999999999995,36.504,46.8,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,816.0,998.0,166.0,4.62,80.0,0.0,16.029999999999998,26.563999999999997,35.724,45.8,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,826.0,1009.0,165.0,5.2,60.0,0.0,15.295,25.346,34.086000000000006,43.7,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,832.0,1058.0,170.0,4.76,0.0,0.0,14.2975,23.692999999999998,31.863000000000003,40.85,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,841.0,987.0,172.0,5.6,60.0,0.0,15.3825,25.491,34.281000000000006,43.95,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,843.0,1031.0,176.0,9.2,60.0,0.0,13.614999999999998,22.561999999999998,30.342,38.9,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,848.0,957.0,170.0,5.1,85.0,0.0,15.181249999999999,25.1575,33.8325,43.375,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,869.0,1020.0,170.0,4.08,0.0,0.0,15.61,25.868,34.788000000000004,44.6,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,920.0,800.0,190.0,7.56,0.0,0.0,11.375,18.849999999999998,25.35,32.5,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,920.0,800.0,190.0,9.18,0.0,0.0,12.316499999999998,20.410199999999996,27.4482,35.19,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,920.0,815.0,190.0,7.56,0.0,0.0,12.214999999999998,20.241999999999997,27.222,34.9,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,920.0,815.0,190.0,8.64,0.0,0.0,12.967499999999998,21.488999999999997,28.898999999999997,37.05,0.02,0.03,0.05,1.0,normal_concrete,1
340.0,950.0,795.0,190.0,7.56,0.0,0.0,11.375,18.849999999999998,25.35,32.5,0.02,0.03,0.05,1.0,normal_concrete,1
